HiringAgency,jobLink,jobNum,Job ID,Business Title,Civil Service Title,Title Classification,Job Category,Career Level,Work Location,Division/Work Unit,# of Positions,Title Code No,Level,Proposed Salary Range,POSTING DATE,POST UNTIL
OFFICE OF EMERGENCY MANAGEMENT,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440506&PostingSeq=1,440506,440506,COMMUNITY RECOVERY AND RESILIENCY PLANNER,EMERGENCY PREPAREDNESS SPECIAL,Pending Classification,"Engineering, Architecture, & Planning",Experienced (non-manager),165 Cadman Plaza East,Not Listed,1,06766,01,"$ 55,000.00 - $ 67,500.00 (Annual)",2020-05-21,3020-01-01
OFFICE OF EMERGENCY MANAGEMENT,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440491&PostingSeq=1,440491,440491,WATCH COMMAND SUPERVISOR,EMERGENCY PREPAREDNESS MANAGER,Pending Classification,"Public Safety, Inspections, & Enforcement",Manager,165 Cadman Plaza East,Not Listed,1,06765,00,"$ 65,000.00 - $ 79,500.00 (Annual)",2020-05-21,3020-01-01
OFFICE OF EMERGENCY MANAGEMENT,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=438944&PostingSeq=1,438944,438944,FAITH BASED OUTREACH COORDINATOR,EMERGENCY PREPAREDNESS SPECIAL,Pending Classification,Communications & Intergovernmental Affairs,Experienced (non-manager),165 Cadman Plaza East,Not Listed,1,06766,01,"$ 62,000.00 - $ 62,000.00 (Annual)",2020-03-25,3020-01-01
OFFICE OF EMERGENCY MANAGEMENT,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=438841&PostingSeq=1,438841,438841,DATA ANALYTICS SPECIALIST,EMERGENCY PREPAREDNESS SPECIAL,Pending Classification,"Technology, Data & Innovation",Experienced (non-manager),165 Cadman Plaza East,Not Listed,1,06766,01,"$ 66,603.00 - $ 68,750.00 (Annual)",2020-03-23,3020-01-01
OFFICE OF MANAGEMENT & BUDGET,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=456095&PostingSeq=1,456095,456095,Analyst | FINANCING POLICY & COORDINATION,BUDGET ANALYST (OMB),Pending Classification,"Finance, Accounting, & Procurement, Policy, Research & Analysis",Entry-Level,255 Greenwich Street,General Counsels Office,1,06088,01,"$ 46,856.00 - $ 84,395.00 (Annual)",2020-12-31,3020-01-01
OFFICE OF MANAGEMENT & BUDGET,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=456028&PostingSeq=1,456028,456028,Analyst | DOE Revenue,BUDGET ANALYST (OMB),Pending Classification,"Finance, Accounting, & Procurement, Policy, Research & Analysis, Social Services",Entry-Level,255 Greenwich Street,Education,1,06088,01,"$ 46,856.00 - $ 62,480.00 (Annual)",2020-12-29,3020-01-01
OFFICE OF MANAGEMENT & BUDGET,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=456030&PostingSeq=1,456030,456030,Senior/Supervising Analyst | Cash Flow and Expense Budget Analysis,BUDGET ANALYST (OMB),Pending Classification,"Finance, Accounting, & Procurement, Policy, Research & Analysis",Experienced (non-manager),255 Greenwich Street,Office of Budget Review,1,06088,02,"$ 70,291.00 - $ 79,428.00 (Annual)",2020-12-29,3020-01-01
OFFICE OF MANAGEMENT & BUDGET,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=455215&PostingSeq=1,455215,455215,Citywide Savings | Supervising Analyst / Unit Head,BUDGET ANALYST (OMB),Pending Classification,"Finance, Accounting, & Procurement, Policy, Research & Analysis",Experienced (non-manager),255 Greenwich Street,Budget Directors Office,1,06088,02,"$ 79,428.00 - $ 98,388.00 (Annual)",2020-12-11,3020-01-01
OFFICE OF MANAGEMENT & BUDGET,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=454437&PostingSeq=1,454437,454437,Executive | Front Office Executive Operations Analyst,BUDGET ANALYST (OMB),Pending Classification,"Communications & Intergovernmental Affairs, Finance, Accounting, & Procurement, Policy, Research & Analysis",Entry-Level,255 Greenwich Street,Budget Directors Office,1,06088,01,"$ 46,856.00 - $ 62,480.00 (Annual)",2020-11-29,3020-01-01
OFFICE OF MANAGEMENT & BUDGET,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=453757&PostingSeq=1,453757,453757,Analyst | Transportation,BUDGET ANALYST (OMB),Pending Classification,"Finance, Accounting, & Procurement, Legal Affairs, Policy, Research & Analysis",Entry-Level,255 Greenwich Street,"Infra, Librar. And Cultural",1,06088,01,"$ 36,812.00 - $ 84,395.00 (Annual)",2020-11-19,3020-01-01
OFFICE OF MANAGEMENT & BUDGET,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=453042&PostingSeq=1,453042,453042,Unit Head / Deputy Assistant Director | Capital Program Scope Development (CPSD),BUDGET ANALYST (OMB)-MANAGERIA,Pending Classification,"Constituent Services & Community Programs, Engineering, Architecture, & Planning, Technology, Data & Innovation, Policy, Research & Analysis",Manager,255 Greenwich Street,Not Listed,1,0608A,M3,"$ 98,388.00 - $192,152.00 (Annual)",2020-11-10,3020-01-01
OFFICE OF MANAGEMENT & BUDGET,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=452100&PostingSeq=1,452100,452100,Analyst | HEALTH + HOSPITALS,BUDGET ANALYST (OMB),Pending Classification,"Finance, Accounting, & Procurement, Policy, Research & Analysis",Entry-Level,255 Greenwich Street,Health Task Force,1,06088,01,"$ 36,812.00 - $ 84,395.00 (Annual)",2020-11-02,3020-01-01
OFFICE OF MANAGEMENT & BUDGET,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=452094&PostingSeq=1,452094,452094,Supervising Analyst / Unit Head | Pension Analysis,BUDGET ANALYST (OMB),Pending Classification,"Finance, Accounting, & Procurement, Legal Affairs, Policy, Research & Analysis",Experienced (non-manager),255 Greenwich Street,Office of Budget Review,1,06088,02,"$ 54,593.00 - $108,156.00 (Annual)",2020-11-02,3020-01-01
OFF OF PAYROLL ADMINISTRATION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=434176&PostingSeq=1,434176,434176,College Aide L1,COLLEGE AIDE (ALL CITY DEPTS),Non-Competitive,Administration & Human Resources,Student,5 Manhattan West,Citywide Systems Training,1,10209,01,$     15.50 - $     19.90 (Hourly),2020-02-19,3020-01-01
OFFICE OF THE COMPTROLLER,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=455564&PostingSeq=1,455564,455564,Legal Secretary- Litigation Division,LEGAL SECRETARIAL ASSISTANT AL,Competitive,Legal Affairs,Experienced (non-manager),"1 Centre St., N.Y.",Law and Adjustment,1,1022A,02,"$ 42,000.00 - $ 50,000.00 (Annual)",2020-12-17,3020-01-01
OFFICE OF THE COMPTROLLER,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=454859&PostingSeq=1,454859,454859,Timekeeping Associate,CLERICAL ASSOCIATE,Competitive,"Finance, Accounting, & Procurement",Experienced (non-manager),"1 Centre St., N.Y.",Payroll & Timekeeping,1,10251,03,"$ 42,000.00 - $ 52,000.00 (Annual)",2020-12-04,3020-01-01
OFFICE OF THE COMPTROLLER,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=451777&PostingSeq=1,451777,451777,Director - Diversity & Inclusion and Emerging Manager Strategy,EXECUTIVE PROGRAM SPECIALIST (,Exempt,"Finance, Accounting, & Procurement",Manager,"1 Centre St., N.Y.",Asset Management,1,13390,M4,"$120,000.00 - $140,000.00 (Annual)",2020-10-29,3020-01-01
OFFICE OF THE COMPTROLLER,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440376&PostingSeq=1,440376,440376,Senior Staff Engineer – Heavy Construction,ADMINISTRATIVE ENGINEER,Competitive,"Engineering, Architecture, & Planning",Manager,"1 Centre St., N.Y.",Engineering,1,10015,M2,"$102,000.00 - $116,000.00 (Annual)",2020-10-28,3020-01-01
OFFICE OF THE COMPTROLLER,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=447682&PostingSeq=1,447682,447682,Assistant Mechanical Engineer (Construction Classification),ASSISTANT MECHANICAL ENGINEER,Competitive,"Engineering, Architecture, & Planning",Entry-Level,"1 Centre St., N.Y.",Labor Law,1,20410,00,"$ 57,078.00 - $ 65,640.00 (Annual)",2020-10-10,3020-01-01
OFFICE OF THE COMPTROLLER,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=448516&PostingSeq=1,448516,448516,SIO- Public Equity,INVESTMENT MANAGER (COMPTROLLE,Non-Competitive,"Finance, Accounting, & Procurement",Manager,"1 Centre St., N.Y.",Asset Management,1,95611,M5,"$160,000.00 - $175,000.00 (Annual)",2020-10-09,3020-01-01
OFFICE OF THE COMPTROLLER,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=447662&PostingSeq=1,447662,447662,Audit Engineer,ADMINISTRATIVE CONSTRUCTION PR,Competitive,"Engineering, Architecture, & Planning",Manager,"1 Centre St., N.Y.",Engineering,1,82991,M2,"$ 83,500.00 - $105,000.00 (Annual)",2020-10-06,3020-01-01
OFFICE OF THE COMPTROLLER,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=447677&PostingSeq=1,447677,447677,Claims Manager - Law Claims (Non-Tort),Not Listed,Not Listed,Legal Affairs,Experienced (non-manager),"1 Centre St., N.Y.",Law and Adjustment,1,1004E,00,"$ 58,700.00 - $ 65,000.00 (Annual)",2020-10-06,3020-01-01
OFFICE OF THE COMPTROLLER,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=447680&PostingSeq=1,447680,447680,"Court Representative, Litigation Division",AGENCY ATTORNEY,Non-Competitive,Legal Affairs,Experienced (non-manager),"1 Centre St., N.Y.",Law and Adjustment,1,30087,01,"$ 70,000.00 - $ 85,000.00 (Annual)",2020-10-06,3020-01-01
OFFICE OF THE COMPTROLLER,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=447673&PostingSeq=1,447673,447673,IT Security Specialist - Security Audits (2 positions),IT SECURITY SPECIALIST,Non-Competitive,"Technology, Data & Innovation",Experienced (non-manager),"1 Centre St., N.Y.",Management Audit,2,95622,00,"$ 75,000.00 - $ 90,000.00 (Annual)",2020-10-06,3020-01-01
OFFICE OF THE COMPTROLLER,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=447904&PostingSeq=1,447904,447904,IT and Security Auditor,Not Listed,Not Listed,"Technology, Data & Innovation",Experienced (non-manager),"1 Centre St., N.Y.",EDP Audit -  Inspections,1,13633,01,"$ 65,000.00 - $ 77,250.00 (Annual)",2020-10-06,3020-01-01
OFFICE OF THE COMPTROLLER,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=447659&PostingSeq=1,447659,447659,Investment Officer - Infrastructure,INVESTMENT MANAGER (COMPTROLLE,Non-Competitive,"Finance, Accounting, & Procurement",Manager,"1 Centre St., N.Y.",Asset Management,1,95611,M4,"$110,000.00 - $133,900.00 (Annual)",2020-10-06,3020-01-01
OFFICE OF THE COMPTROLLER,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=447661&PostingSeq=1,447661,447661,Senior Contract Analyst,CONTRACT SPECIALIST,Competitive,"Finance, Accounting, & Procurement",Experienced (non-manager),"1 Centre St., N.Y.",Asset Management,1,40561,02,"$ 65,000.00 - $ 75,000.00 (Annual)",2020-10-06,3020-01-01
OFFICE OF THE COMPTROLLER,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=447637&PostingSeq=1,447637,447637,Senior Financial Reporting Investment Analyst,Not Listed,Not Listed,"Finance, Accounting, & Procurement",Experienced (non-manager),"1 Centre St., N.Y.",Asset Management,1,1000B,00,"$ 80,000.00 - $ 95,000.00 (Annual)",2020-10-06,3020-01-01
OFFICE OF THE COMPTROLLER,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=447684&PostingSeq=1,447684,447684,Specialized Contract Analyst,CONTRACT SPECIALIST,Competitive,"Finance, Accounting, & Procurement",Experienced (non-manager),"1 Centre St., N.Y.",Contract Administration,1,40561,01,"$ 50,000.00 - $ 65,000.00 (Annual)",2020-10-06,3020-01-01
OFFICE OF THE COMPTROLLER,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=446206&PostingSeq=1,446206,446206,Account Management Analyst,INVESTMENT ANALYST,Competitive,"Finance, Accounting, & Procurement",Experienced (non-manager),"1 Centre St., N.Y.",Asset Management,1,40925,01,"$ 49,000.00 - $ 60,000.00 (Annual)",2020-09-25,3020-01-01
OFFICE OF THE COMPTROLLER,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=445528&PostingSeq=1,445528,445528,"Group Head, Public Markets Middle Office",INVESTMENT ANALYST,Competitive,"Finance, Accounting, & Procurement",Experienced (non-manager),"1 Centre St., N.Y.",Asset Management,1,40925,03,"$ 85,000.00 - $ 95,000.00 (Annual)",2020-09-22,3020-01-01
OFFICE OF THE COMPTROLLER,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=445531&PostingSeq=1,445531,445531,Public Markets Middle Office Analyst (2 positions),INVESTMENT ANALYST,Competitive,"Finance, Accounting, & Procurement",Experienced (non-manager),"1 Centre St., N.Y.",Asset Management,2,40925,02,"$ 70,000.00 - $ 80,000.00 (Annual)",2020-09-22,3020-01-01
OFFICE OF THE COMPTROLLER,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=445416&PostingSeq=1,445416,445416,Senior Investment Analyst- Fixed Income,INVESTMENT ANALYST,Competitive,"Finance, Accounting, & Procurement",Experienced (non-manager),"1 Centre St., N.Y.",Asset Management,1,40925,03,"$ 80,000.00 - $ 95,000.00 (Annual)",2020-09-18,3020-01-01
OFFICE OF THE COMPTROLLER,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=442141&PostingSeq=1,442141,442141,Deputy Director of Contracts (BAM),ADMIN CONTRACT SPECIALIST (PYR,Competitive,"Finance, Accounting, & Procurement",Manager,"1 Centre St., N.Y.",Asset Management,1,10095,M3,"$ 90,000.00 - $110,000.00 (Annual)",2020-07-27,3020-01-01
POLICE DEPARTMENT,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=455720&PostingSeq=1,455720,455720,ELECTRICAL ENGINEER,ELECTRICAL ENGINEER,Competitive,"Engineering, Architecture, & Planning",Experienced (non-manager),59-06 Laurel Hill Blvd,Building Maintenance/CIV and C,1,20315,02,"$ 80,557.00 - $111,917.00 (Annual)",2020-12-29,2021-01-21
POLICE DEPARTMENT,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=454051&PostingSeq=1,454051,454051,Motor Vehicle Operator,MOTOR VEHICLE OPERATOR,Competitive,"Public Safety, Inspections, & Enforcement",Experienced (non-manager),Default,Chief of Special Operations/CV,1,91212,00,"$ 39,963.00 - $ 49,927.00 (Annual)",2020-12-29,2021-01-19
POLICE DEPARTMENT,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=269889&PostingSeq=1,269889,269889,"Quality Assurance Manager, Crime Scene Unit, M-II",CRIMINALIST ASSISTANT DIRECTOR,Non-Competitive,"Public Safety, Inspections, & Enforcement",Manager,150-14 Jamaica Ave,Forensic Invest Div/Civ & Cade,1,2184C,M2,"$ 60,435.00 - $161,497.00 (Annual)",2016-11-29,3020-01-01
Not Found,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=455556&PostingSeq=1,455556,0,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,Not Found,Not Found,Not Found,3020-12-12,3020-12-12
TAXI & LIMOUSINE COMMISSION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=456253&PostingSeq=1,456253,456253,DRC Intake Specialist,COMMUNITY ASSOCIATE,Non-Competitive,"Finance, Accounting, & Procurement",Experienced (non-manager),"33 Beaver St, New York Ny","Budget, Accounting & Purchasng",1,56057,00,"$ 38,333.00 - $ 48,491.00 (Annual)",2021-01-06,3020-01-01
TAXI & LIMOUSINE COMMISSION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=456254&PostingSeq=1,456254,456254,DRC Program Manager,COMMUNITY COORDINATOR,Non-Competitive,"Finance, Accounting, & Procurement",Experienced (non-manager),"33 Beaver St, New York Ny","Budget, Accounting & Purchasng",1,56058,00,"$ 54,100.00 - $ 83,981.00 (Annual)",2021-01-06,3020-01-01
TAXI & LIMOUSINE COMMISSION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=456308&PostingSeq=1,456308,456308,Deputy Commissioner of Policy,EXECUTIVE AGENCY COUNSEL,Non-Competitive,"Policy, Research & Analysis",Executive,"33 Beaver St, New York Ny",Exec. Office Policy,1,95005,M7,"$155,000.00 - $234,199.00 (Annual)",2021-01-06,3020-01-01
TAXI & LIMOUSINE COMMISSION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=455481&PostingSeq=1,455481,455481,Operations Analyst,COMMUNITY COORDINATOR,Non-Competitive,"Building Operations & Maintenance, Policy, Research & Analysis",Experienced (non-manager),"33 Beaver St, New York Ny",Programs & Operations,1,56058,00,"$ 54,100.00 - $ 62,215.00 (Annual)",2020-12-15,3020-01-01
TAXI & LIMOUSINE COMMISSION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441706&PostingSeq=1,441706,441706,General Counsel/Deputy Commissioner for Legal Affairs,EXECUTIVE AGENCY COUNSEL,Non-Competitive,Legal Affairs,Manager,"33 Beaver St, New York Ny",Legal Affairs,1,95005,M6,"$ 97,830.00 - $229,000.00 (Annual)",2020-07-13,3020-01-01
TAXI & LIMOUSINE COMMISSION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440920&PostingSeq=1,440920,440920,Deputy Chief USB Training Academy,ADMINISTRATIIVE TAXI & LIMOUSI,Competitive,"Public Safety, Inspections, & Enforcement",Manager,24-55 Bklyn Qns Expy Woodside,Enforcement Admin,1,10079,M3,"$ 72,038.00 - $100,000.00 (Annual)",2020-06-11,3020-01-01
TAXI & LIMOUSINE COMMISSION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440633&PostingSeq=1,440633,440633,Assistant Commissioner for Licensing & Standards,ADMINISTRATIVE STAFF ANALYST (,Competitive,Constituent Services & Community Programs,Manager,"31-00 47 Ave, 3 FL, LIC NY",Licensing Division Exec Offi,1,10026,M3,"$100,000.00 - $131,000.00 (Annual)",2020-06-01,3020-01-01
TAXI & LIMOUSINE COMMISSION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=437377&PostingSeq=1,437377,437377,Project Manager,COMPUTER SYSTEMS MANAGER,Competitive,"Technology, Data & Innovation",Experienced (non-manager),"33 Beaver St, New York Ny",Management Information Systems,1,10050,M1,"$ 58,700.00 - $100,000.00 (Annual)",2020-03-10,3020-01-01
TAXI & LIMOUSINE COMMISSION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=436642&PostingSeq=1,436642,436642,Applicant Licensing Specialist,CLERICAL ASSOCIATE,Competitive,Communications & Intergovernmental Affairs,Experienced (non-manager),"31-00 47 Ave, 3 FL, LIC NY",Base/Business Services,1,10251,03,"$ 36,390.00 - $ 58,953.00 (Annual)",2020-03-05,3020-01-01
